label,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400
0,39654,28398,24635,23104,27817,26999,35766,39551,43089,42869,38503,27923,31257,39174,44636,43275,45139,30857,39061,44364,44485,44768,44828,45063,45311,45153,44865,45598,38831,44062,43826,44506,44884,44781,45030,44981,44068,44591,45192,44421,44610,45834,44075,44702,44946,44744,44781,44365,44552,44809,37194,44460,44225,44662,35620,19542,19620,18696,18604,18585,19320,19205,19374,19328,19364,19338,19452,19103,19246,19647,19254,19686,21060,19080,18857,19304,20189,20739,19278,19119,21816,21986,20890,21818,21682,21717,21944,21681,21884,21854,21706,21447,20942,19828,19419,17844,21001,22194,19237,17907,18478,18495,19173,15886,18715,18497,17569,17557,19431,19154,19041,19667,19521,19549,19565,19213,19532,18849,19045,18284,19040,19162,19051,18441,19307,21446,20932,20601,19936,18147,11209,19457,19717,19161,18045,19782,19552,19473,19809,19686,19627,20070,19592,19528,19595,19479,19618,19463,19265,19610,19393,19578,19815,20818,22473,12464,15432,18393,18938,18519,19613,20502,20534,17799,22335,22690,19744,19888,21296,19061,18827,18558,19179,19169,19730,19667,19858,18809,19673,19774,19746,19619,19617,19529,19635,19485,15904,19349,19563,19735,19706,19677,19816,19619,19644,19611,19589,19240,19844,19646,19734,19695,19537,19922,19418,19242,18769,18072,19021,19587,18665,18922,19668,19649,19603,19619,19573,19524,19526,19276,19288,19713,19677,19681,19530,19577,19749,19713,19688,19519,19494,19462,17063,19867,20074,19454,19724,19768,19537,19814,19856,19496,19652,19361,19764,22540,18887,17516,19490,18644,19006,19587,20096,19472,20857,19788,19042,19148,19703,21385,20339,21384,21459,17784,19378,18969,19368,19301,19290,19336,19443,19070,19433,19393,20510,20135,18192,19521,20607,18511,19276,19562,19341,19289,19171,18945,19057,17692,17966,18600,19194,19145,19506,19390,19262,18945,19230,19258,18821,19047,18536,18721,19095,19388,20300,22321,19305,18527,22296,20994,20048,17820,20678,20287,21792,20075,22002,18962,19449,19881,18327,19152,18679,18468,19305,18948,18757,19338,18399,19339,19383,14310,15172,19466,20503,21870,19274,19224,19417,19130,19942,21957,19942,18086,19348,18950,18969,18703,20390,21593,21320,18954,19300,19224,19303,19315,19474,19425,19007,19193,19369,19411,19333,19221,19006,19265,19442,19053,19301,19471,20802,22792,19015,19223,21073,12545,14399,18971,18064,17965,19456,18709,19387,19593,20128,21729,16640,18398,19368,18936,20498,19441,18742,19367,21800,17661,19519,15029,14829,17832
0,44113,45624,42769,43960,45575,36581,31709,19525,23372,19067,25433,32723,25846,25750,22825,22497,21614,21524,23072,26398,32982,42914,40304,42927,28774,46088,46680,46556,46550,47428,46244,46199,46532,46115,46052,45963,45723,46657,47283,46711,46928,47216,44486,47036,44188,38369,24999,43047,44658,47957,55345,53334,52640,36940,19904,19886,16157,12437,21218,19922,19960,20611,18815,11081,17317,18891,11022,14894,19873,19852,16956,11179,11088,11810,11109,17127,19366,19910,19978,20060,20186,20251,20651,20211,20052,19809,20004,20253,20349,19282,21213,21462,21590,22461,22715,22689,22756,22826,22887,22575,22785,23032,22835,22950,22648,22580,21167,22764,22444,22543,22471,22344,22634,22494,22319,22646,22541,22512,22742,22503,22499,22363,22679,22328,22418,22528,22536,22613,22594,22466,22426,22577,19829,18622,18272,18790,18868,15654,16476,18017,18545,18674,20273,18936,17451,19804,18942,18723,19358,19345,20768,19870,19562,19782,19270,20827,19971,19329,21754,18267,19683,20037,19745,20009,19934,18542,18926,18525,19219,18525,14133,19435,19529,20234,18340,19378,19219,18542,19675,19098,19654,19237,20130,20042,19064,19253,20134,19723,20024,19626,20048,20004,20042,19846,20079,19331,19550,18377,18054,19862,19315,18744,19596,19479,18929,22745,19631,19594,20091,20179,20226,18940,19920,20335,20198,20200,20142,20200,20367,19918,19279,19531,17285,14372,14980,21721,19901,18978,19296,20479,19535,20060,21985,20220,20092,20171,20462,18655,18342,19236,18728,18866,20236,19914,20508,20041,20268,20301,20367,20146,20290,19862,19433,19350,19753,19720,19709,19825,19641,19791,20114,18468,19034,19999,19661,22155,22682,22431,22483,22731,22906,22738,22601,22563,22879,21829,21153,14190,11759,12089,12211,20115,20208,20997,21498,18874,19651,19714,19605,19578,20299,19791,19929,20171,19975,20016,20204,20269,20279,20192,20004,20165,19840,19924,20106,19972,20044,20311,20822,21155,20191,21635,21858,19918,20086,16320,19071,17638,20532,19425,19685,22305,21218,20085,19560,19620,20353,20539,21291,19845,20624,22431,19647,18109,19928,14572,18026,20222,18751,19958,19564,19639,20007,21082,19288,19085,19347,19543,19210,20086,20182,19407,19312,20819,19672,20118,20285,17543,18409,18798,18950,19549,20604,19306,19876,19624,20004,19695,19866,19757,19848,19869,19857,19716,19531,19576,19700,19661,19678,19813,20068,19914,20140,20051,20015,20107,19946,19740,19898,19657,19567,19705,13976,13599,19943,19852,19561,19685,19870,19641
0,44616,29589,27060,21773,23180,21884,22243,30808,41547,35543,35756,32176,41154,24843,27357,24412,38713,39315,38232,28392,20922,21429,21430,20718,21010,22347,16966,15832,13623,12594,17109,11212,18428,18841,19134,18758,18919,19201,19085,19203,19139,19217,19230,19119,20067,19117,18645,18977,22090,18146,18974,19101,20698,19265,17888,18449,19636,17355,19821,20529,18181,18453,12222,11926,11733,12012,11579,14445,19032,20676,21635,18248,19302,22179,21634,20778,21957,18274,19265,18870,19172,19265,18944,19083,19125,19091,19080,19298,18960,19047,19205,19070,19252,19049,19194,19221,20686,21485,18856,17091,19101,19267,18850,18576,17675,17955,17266,17228,18142,17927,17244,12061,17332,19222,19273,18502,20205,22056,19361,19296,18630,18219,19525,21574,19411,21908,19253,18784,19738,18316,18362,19463,19427,18688,17875,19275,19302,19435,19352,19423,20154,21383,20316,17634,12102,19266,19261,21404,19627,18756,19574,18983,19119,18748,18291,18632,19024,19437,19864,19318,19200,19386,19438,19939,18526,18878,17750,17523,12579,12550,13562,19869,19344,19392,19460,18684,19275,19528,19352,19368,19585,19520,19551,19467,19245,18933,19239,15845,11843,16380,10487,10933,11500,11609,14245,19279,19195,19256,19455,19349,19398,19372,19432,19248,18276,14399,19977,22531,22086,21433,22580,16188,18445,19141,20641,21830,21687,15710,10833,17867,17908,10859,11062,20070,21108,12551,12992,11712,10770,10988,19333,19171,19163,19087,19099,19143,19135,19431,19415,14270,19046,19742,19477,19453,19522,19415,19245,19338,19366,19250,19236,19369,19280,19339,19181,19620,19274,19513,19312,19252,19285,11384,10906,15893,18994,19122,19349,19089,19033,19139,15113,14720,18497,16445,11851,14627,15020,17984,18371,18015,19330,19255,19321,19159,19173,19472,19445,17710,13174,19264,18888,19116,19332,19192,19198,16577,21183,14824,18404,18189,19203,19928,20350,19054,18734,19041,18734,19451,19258,19398,19097,19234,19248,18342,18185,19190,19393,19401,19377,19028,19325,19428,19271,19242,19368,19290,19239,19253,19302,19485,19278,19304,19270,19172,19438,19189,19189,19335,19177,18666,18802,18162,18167,18929,18517,18505,17798,18443,19393,19021,18889,19229,14578,16711,17660,16877,19310,19124,18986,19215,18927,19008,19200,18833,19061,19483,19360,19386,18738,19033,19390,19202,19125,19447,19021,18769,12301,17101,17902,17565,19115,18668,18929,18229,19112,18784,17604,19057,18893,18429,18795,17433,18239,18699,19031,19369,19464,18990,18892,17556
0,45873,48100,46227,45869,39420,42537,45536,42621,35337,27214,20317,19003,30147,22583,21645,21530,20500,22078,24501,30517,41288,40275,46493,46744,42831,46417,47399,45198,47548,47009,47374,47844,47814,46360,47227,46095,47418,47593,47256,46246,47521,47382,45345,46776,38910,47849,46696,46684,50352,59574,56816,58261,52494,53284,47558,47035,45555,20940,18669,20436,22543,21845,23059,20516,20134,20619,20085,19596,20484,20760,20721,21995,20049,20272,18611,19840,20327,21553,22508,19795,20088,20251,20194,16834,13585,19263,20101,19319,20592,21688,23169,20475,18487,23212,20274,19868,21164,20072,20066,20362,21108,20427,18972,20226,23252,18835,13350,20604,19807,20231,20061,20324,19296,19384,19421,22883,18784,19224,20387,20167,20292,20255,20218,20460,20331,20146,22486,20315,19184,20305,20290,20467,20373,20032,19299,22062,21601,19417,19050,15169,22668,21046,18826,19693,19918,20281,19876,19840,20293,19526,19443,19961,19120,20394,19470,18383,19704,20245,20825,22979,20868,20261,21765,20625,19532,21469,21653,20500,20292,20794,20553,20767,20560,19822,19348,19718,19676,20195,20247,20080,20379,20535,20122,20289,20461,20264,20783,20498,20325,20415,20617,20282,20629,20572,17852,14959,14975,17852,21844,21698,22407,20846,19428,19841,18583,20054,21558,19328,18824,19732,19850,20450,21451,18471,12296,15108,17063,19969,21669,18182,19499,20033,20283,19909,19009,18707,17129,19904,23781,23177,22575,20425,20441,20656,20479,20365,20782,20031,18640,20106,19250,20349,19671,19659,14609,19746,20157,20752,20045,20360,20376,20951,22632,19837,17830,19775,17686,19778,20519,20549,20529,20412,20235,20336,20270,20322,20226,20306,20163,20355,20367,20404,20219,21110,22840,20117,20100,20358,20326,20298,20652,20359,20450,20466,21428,22460,20729,20970,20628,21651,21592,22697,22091,22809,21651,21903,20148,19980,20260,20112,20411,20185,19739,19819,20408,20005,20091,20262,19012,19970,20193,20163,20395,20038,19964,20387,20500,20300,20095,20042,20056,20156,20006,19809,20122,20191,20449,19853,19824,20207,19843,19970,20059,20304,22090,19480,19722,20660,20153,20707,20354,19935,19171,19264,18630,19509,12598,18164,19844,20163,20169,20409,20181,20122,20377,20281,20014,20372,19741,20361,20402,20118,20361,20379,20431,20458,20194,20183,20290,20024,20144,20086,19984,20174,20196,20377,20529,20109,19905,20613,17730,20268,20246,19594,20959,19911,19975,20251,18165,19884,22676,19047,18260,20203,20064,20210,20164,20047,20374,20340
0,52763,52796,53747,54006,53786,53497,51837,49598,48302,34204,45211,30175,17746,27572,35333,40663,27344,28153,23077,23566,27405,34035,41478,47760,47981,47898,30363,44487,48084,47562,48602,48792,48318,48745,48454,48659,48593,48528,46233,45179,38475,33592,47965,47798,45922,19183,21376,18125,19506,21413,20176,20495,20768,20856,20854,20688,21046,20854,20514,20890,20628,20850,20910,21063,21043,20914,20948,20928,20583,20418,20928,20646,20817,20884,20867,20974,21383,19058,17039,20169,19908,20607,20663,20811,20968,20700,20912,20903,20705,20580,20539,20598,20984,20798,20378,20963,20829,20821,20667,20667,20671,20850,18116,11991,12351,17847,20158,15707,12511,12601,12450,12489,19700,15003,12502,13005,20028,21317,20789,20973,20678,19870,20733,20547,19987,21075,20249,20775,20426,17753,19310,23007,20856,19814,19444,19799,20675,20104,20934,22364,22589,19186,20339,20376,20248,21027,18697,20197,19342,20403,20672,20311,20193,20469,20347,20580,20857,20114,20632,20556,20180,20572,20560,20572,20578,20382,20512,20803,20637,20554,20796,20710,20711,20538,20512,20657,20429,20489,20412,20573,20069,20539,20607,20785,20528,20594,20584,20417,20566,20756,20610,20837,20734,20499,20485,20465,20259,20620,20533,20155,20450,20337,19895,20592,20196,20348,20517,22719,23096,22156,22446,18941,20107,21983,22193,22838,23576,22551,23344,13512,20518,20447,20131,20270,20856,20290,20526,20577,20633,20201,20644,20579,20564,20217,20391,20437,19597,20352,20576,20851,20596,15007,15099,20685,20459,20397,23373,21912,23258,20576,21822,22967,20860,21164,20858,22011,21373,19374,20551,22552,20700,20747,20329,21887,22239,18918,19406,20140,20072,20105,20360,20115,20172,20363,16962,14458,20149,18404,19694,19060,19905,20369,22129,21237,20583,20052,20918,15223,19428,19808,20408,20666,20504,20256,20371,20605,20531,20325,20300,20457,20558,20449,20479,20524,20474,20410,20753,20490,20432,20591,20052,20530,20334,20243,20408,20387,20366,20582,20228,19960,20459,20465,20238,19397,20358,20463,20363,19395,12724,18903,19906,19113,20005,20351,20289,20251,20609,19582,20039,20682,20056,21531,13264,15163,13736,20411,19923,20672,20128,20822,14205,20716,21285,23065,22106,20436,19432,17748,19767,19652,19311,13919,19093,20585,19853,20275,20525,20610,20607,20682,20314,20619,20330,20224,20524,20390,20329,20445,19383,20187,19561,19346,19272,21584,22595,22475,22449,22776,22982,22228,22768,23129,23072,23225,20030,21539,23421,19562,20128,20394
0,39697,40550,46961,36167,40092,27144,29564,28907,39719,34912,22720,40342,47485,47636,47161,46927,47667,47715,44093,44378,41770,46430,30719,46585,46679,47028,47530,48252,47559,47476,47712,47256,47231,47015,47335,47456,47560,48109,48839,47323,47229,47645,47057,47154,47543,46743,47108,47123,47142,47693,46772,45204,18538,21154,20636,20097,20840,20985,20157,20513,20597,20413,20363,20616,20451,20674,20070,20288,20492,20527,20327,20653,19398,20446,19791,22130,21238,20493,20375,20512,22324,18837,12747,18209,20410,20784,20455,20638,20544,20411,20181,20528,20780,21143,20569,20666,20785,21726,20940,20607,20520,20652,22116,21119,20123,19827,19790,19929,20857,20615,20492,21247,22158,22381,19385,20195,19749,20404,19943,20022,19696,20303,19306,20343,20100,19873,21446,19872,19965,20376,20767,21129,11209,20188,18097,18793,19498,22833,22036,22577,20949,20556,21413,19916,20311,22782,19133,18021,18960,13658,15872,21041,19969,19745,22073,21449,22860,21380,18189,20027,19914,20326,21203,20589,20083,20644,19252,20542,20282,20368,20692,20741,20600,20624,20326,20639,20894,20887,20391,20822,20255,21056,20869,20832,20612,21464,21423,20493,21270,22491,22165,22194,23229,23097,23374,23673,23341,23398,23638,23481,23626,23588,23311,23720,22384,22237,20482,22209,21965,20399,18725,20237,23024,22634,23313,20109,19591,20352,19200,20930,20943,20734,20610,19161,17423,12507,20525,22540,23316,21549,20402,19723,20195,20861,19627,19421,22271,22940,21377,23514,22952,23456,21053,21308,22575,20965,18525,20079,20517,20676,20593,21024,20797,20353,20511,21031,20246,20168,22530,20197,20709,20518,20366,20710,22010,21959,19307,19840,19250,20887,20356,20710,20677,20608,20491,20543,20390,20474,19985,20514,20659,20544,20633,20512,20019,20723,19547,20379,23198,22314,21078,20074,20440,20780,19976,20606,21054,20625,20328,23068,22646,22777,21943,21862,20795,20411,20172,20214,20299,20245,20542,20578,20745,20393,20305,20455,20385,20629,20305,20465,20755,20410,20052,20346,20327,20381,20133,20973,21673,20296,20116,20203,22600,18951,15641,19682,20183,20368,21494,19669,20555,21617,20241,19671,19848,22181,19640,20314,20550,20273,20119,20652,20403,19757,21792,20920,20961,20648,21234,20576,20288,20511,20823,19968,20500,20602,20430,20383,20899,20537,20499,20464,20365,20417,20446,20491,20398,21532,22795,20023,20119,20046,20006,20770,20706,19644,20734,20421,20278,20789,21170,19814,20827,20835,20600,20935,20382,20329,20273,20576
0,42690,45387,45088,45155,45175,44260,44029,42902,35164,25963,28960,35728,23031,28968,37035,36243,44787,26395,19448,20929,21089,24086,28002,34808,42410,44796,44901,45091,44912,44000,45187,44839,44386,45954,26205,19404,19610,19410,19220,19432,18068,19691,18668,19175,19522,19476,19552,19664,18917,19663,19396,19612,19425,19524,19515,19505,18480,19064,22687,22621,21458,22227,22681,22881,20294,22815,22974,22850,22862,22010,22135,22829,19501,19197,19591,19376,18087,18761,18965,18208,19059,19476,19453,19179,20220,19536,19228,19315,19259,16248,19546,19316,19343,19520,19489,19632,19635,18964,19365,19528,19313,19707,21400,21292,19013,22296,20436,19118,18798,19558,21423,18269,16440,22463,20004,19156,19334,20682,21726,18966,17935,19508,19026,19466,19639,19196,18994,19834,20028,19967,19396,19496,21025,21869,21947,21617,17575,18321,19886,19399,19541,19521,17934,16402,22176,22418,23164,21117,19413,19896,19747,19780,19894,19816,19644,19655,19955,22236,19666,19391,19241,19361,19570,19605,19510,19588,19450,19105,19902,19273,19405,23066,21088,22713,19742,19523,19658,19605,19648,19812,19640,19707,19757,19774,19681,21882,20532,19781,19634,19769,19397,21044,22056,19452,19283,19456,19562,19305,19708,19347,19567,19592,19741,20037,19747,20755,22953,23019,21006,19170,19331,19258,19740,19497,19312,19425,19417,19409,19316,19279,19355,20778,22657,22918,19994,19464,21960,22570,22648,22280,21635,12970,17515,19705,19355,19571,20212,19672,19276,19906,19667,19657,19482,20164,22670,22579,21733,19475,18173,19307,19795,19937,19638,19638,20595,22566,18610,18372,19564,21206,22470,19631,19076,19456,19289,19469,19562,20562,18785,19122,19163,19058,19500,18681,18992,19359,19069,19363,22170,22459,22118,19461,19340,19321,19441,19309,19473,19270,19659,13737,12495,16294,22165,22474,22900,22550,22227,22872,22674,22946,22653,22596,22792,21652,20521,21791,21880,21334,19388,19386,19678,19661,19497,19467,19295,19354,19746,19514,19513,18688,19269,19244,18592,19004,19552,18659,19159,18561,17408,19236,18948,18035,16094,18111,19099,19274,18780,18314,18522,18164,18834,19055,19056,18656,21136,22821,22764,22760,22807,22685,22591,22975,22552,22695,22921,22566,22618,22887,22820,22757,22862,22684,22830,22777,22463,22902,22637,22715,22918,22835,22546,22890,22339,22884,22789,22867,22644,22872,22949,22800,22858,22790,22481,19594,18561,18896,18721,19195,18648,19028,18825,20043,21857,22927,18945,12744,18568,18825,19596,21870
0,45017,46933,46511,45296,41868,35663,39793,28543,21293,33793,38599,48027,22663,17760,18141,15901,21374,24125,14923,25320,44163,43097,33319,26946,26781,28056,27341,23653,22510,28225,46799,46990,46895,47143,47422,47103,47356,47563,47174,47280,46665,34565,42382,47340,46197,37889,20279,19783,20512,20394,20219,20068,19787,20349,20041,18406,19626,23075,23206,23433,23210,23444,23580,23514,23129,23319,23194,23555,22759,23143,23456,23235,23253,23373,23346,23288,23389,23308,23227,23559,23427,23356,23478,22553,20186,15756,18332,19440,19294,19820,20063,21150,21413,19813,20617,21114,19808,20239,20721,20381,20347,20019,20342,20581,19933,19584,19756,19734,19525,20852,20582,20443,20065,20095,20209,20226,20205,20145,20269,20393,20123,20203,20530,20197,20068,20248,19994,20019,20383,20101,20411,20137,20215,19804,19194,19782,19998,20016,19677,20627,19172,20625,19996,19942,19781,20193,20724,22812,19008,19967,18865,18892,19765,19905,20332,20365,22077,20846,22800,19296,17635,20706,20165,20887,21916,19949,20492,20269,20086,20503,19542,20465,20448,20772,20731,20356,20436,20507,20543,20630,20596,20399,20454,23414,21692,20995,20269,19657,20422,20235,20417,20552,19980,20323,20610,20279,20323,20007,20318,20619,19418,20504,20619,20281,20456,23327,21326,23463,22170,22716,20654,20135,20129,20404,17048,13303,22677,22862,23485,22739,22654,23814,20568,19943,18605,19203,20520,20555,20589,20591,20038,20245,20393,21981,23559,23691,21134,20231,20170,20676,20656,20465,20410,20515,20406,20125,20505,20293,20405,20175,19319,19670,18005,18617,19710,19626,19561,20182,18091,15216,20024,19794,20189,19089,18190,19771,19687,20161,20885,18905,19646,19942,20053,20343,19812,19502,19822,19969,20096,20087,19780,20233,19983,19638,20723,19959,19986,19937,19992,20261,19757,19664,19870,19912,19882,20270,20105,20038,19950,19898,19991,20277,20133,19871,19913,20090,20143,20058,20544,23319,21199,19927,19838,20885,23639,19106,19514,20261,19801,21050,21867,20334,20220,20161,19499,23472,22786,20869,20621,19096,19025,20329,19968,19778,20506,20200,20008,19959,20055,20274,19727,19981,20140,20047,20051,23558,20940,19825,19659,19772,20261,20020,17815,11821,12876,12945,17363,21474,22895,23257,22756,23042,21858,21103,18923,18939,19678,20198,20037,20136,20352,20076,15687,19103,20102,20104,19861,20018,19993,20209,20089,19988,20156,20319,19887,19964,20255,20027,19909,20099,20000,19971,22432,21065,23441,23367,22856,23525,23376,23313
0,43325,44855,42830,42552,34157,24598,31902,18800,16257,35172,34363,36676,39673,32307,21547,21655,22177,22148,18009,12432,31819,38762,33350,37528,41026,37260,45432,45608,45627,46184,46787,45998,46551,46234,46234,45853,46454,45623,45813,45405,45588,44955,19082,17724,19743,13698,16860,18292,18413,16770,18925,19096,18728,18731,19196,19680,18062,19773,22595,18418,19137,19848,19430,19553,19981,19720,19706,19784,19566,19988,19903,20076,20035,21036,19959,19635,20735,22177,21151,20965,19926,19567,19545,19563,19675,19814,19882,19172,18898,22459,21077,22627,19353,19704,19863,15926,19071,19900,19690,19330,19913,19755,19729,19868,19485,19236,17887,18715,19965,19959,19850,20329,20120,19649,19928,19877,20017,20343,20306,20305,19631,19464,21035,20765,19725,19794,19741,19995,19636,19749,19856,19903,20009,19580,18775,19990,19650,19946,19857,19888,19889,20085,20036,20206,20080,20000,20145,19957,19809,19941,21332,19376,19184,17992,20564,21619,21964,22155,15302,13610,19517,19837,20429,20639,20139,19704,20529,19542,19597,20913,21076,19806,19396,20313,20092,20154,19886,19262,19643,20098,19967,20318,19922,20232,20165,19889,19971,20173,20017,20025,20056,19816,19927,20000,19771,20151,19972,19804,20102,20094,19916,19918,19973,20051,22767,21152,21656,22462,21257,20294,20234,20298,20128,20104,20196,20012,19921,20234,20266,20422,20250,20316,20256,20078,20444,20362,20284,19444,19692,19230,17457,22519,20193,19506,18318,17890,12486,17045,20786,19951,20060,20314,19989,19948,19883,19951,19733,20227,19929,19940,20209,20109,20230,19608,19065,19594,19193,18590,12612,19039,19696,20088,19974,19925,19996,20016,20038,19952,19665,20061,19793,20044,20009,20291,20338,19858,19965,20003,19970,20184,20322,19975,20030,20269,20106,19958,19740,19691,19363,18866,18657,19642,19566,19868,20295,20696,22404,21562,20657,20168,18474,19019,14238,19599,20077,19980,20076,20149,19712,19417,19685,19822,19911,20155,19938,19964,19852,19800,19849,20022,19282,20231,16915,12928,19656,19326,19121,20022,20142,20227,19678,19580,20177,20089,19989,19922,21166,23064,17576,19229,20099,19691,19894,20081,19645,19201,19377,21030,22741,23112,22799,23073,22738,22892,22634,18348,18132,22338,21307,22677,21465,21320,18373,18156,19440,19466,19458,19995,19618,19751,19714,19759,19896,19824,19521,18529,19264,19755,19979,19837,19451,19409,19523,19912,20089,19676,19601,20180,19861,19695,19575,19620,19681,19662,19632,19861,19500,19488,19723,19683
0,44258,47293,47281,46614,46558,44755,46371,42139,43299,43745,27251,39800,31649,28494,45771,46238,52961,53799,54361,54048,53879,53613,48217,53491,52619,47199,22147,23272,26409,46031,45618,46114,46256,45990,46109,46204,44562,46726,26325,20296,20037,19974,20031,20221,20046,19892,19916,20685,19979,19941,19968,20345,21975,21143,19480,17826,19281,22087,21388,22143,21001,22638,21623,19196,19610,20429,18747,20437,19913,22120,23047,19923,20264,20331,16342,14551,15235,17402,19410,19811,21910,21786,18083,19848,19666,19793,19338,19461,19942,19352,18924,19534,19960,19931,19611,18832,20033,19210,20017,19959,19254,19099,17543,19901,23687,20768,19359,20007,20060,19854,19982,20905,19424,18150,17991,19768,19403,20632,20316,20134,20222,12909,14470,19936,18957,20515,20099,19083,19832,19582,20254,20184,19416,19140,18771,17895,19444,19046,19834,19721,19936,19862,19930,14289,19464,19180,19248,19905,20352,22058,23554,20171,20172,20272,20054,20268,20558,20236,20139,20333,20147,20084,20282,20373,20600,20589,20501,20387,20321,20355,20638,20524,20639,19809,19521,19879,19715,19445,20171,20268,20177,19973,20059,19983,20209,20040,20215,19741,20164,20200,20086,20036,20116,19944,20193,20114,19607,19949,19728,20011,20649,20430,19694,20384,20060,19770,22614,20917,19027,18987,19800,23218,20129,19950,20319,18934,19112,19224,19146,19726,15172,17399,20767,20053,19892,19933,19864,19881,20326,19525,20497,19071,20169,20588,20350,19129,19943,20005,20319,20490,20506,20590,20241,19945,19992,19291,19083,19864,19221,18914,19926,19948,20105,20144,19415,18939,22425,21406,21573,20594,19486,18181,17556,20024,19374,19406,19891,19863,19389,19494,20101,18607,19456,17536,19521,22776,23721,23077,23377,23166,23250,20192,19682,19620,19820,19885,19785,19905,19871,19635,20063,23315,20944,19881,19934,19510,20147,19919,19991,20315,19987,19933,19771,19942,19937,20287,20042,19958,19469,19512,19609,14338,12297,12097,18190,19458,19086,18807,20437,19831,20456,21415,19055,19943,19615,18874,19756,19506,19361,13849,18808,19308,19544,18749,21995,19601,19718,20053,20062,20083,20093,20172,20297,19132,19489,19307,19361,19608,19943,19797,19865,19554,19781,19778,19773,19076,19699,17171,18403,20006,21207,23187,22049,20082,18527,23162,23737,24060,23398,23295,19825,19816,19910,19849,19955,19632,19434,19482,19816,19732,19809,19852,19687,19803,19614,19895,19966,21927,22648,23134,20701,19397,19715,18182,19512,18285,19303,19692,20701,19236
