label,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400
1,66964,63974,68212,70001,70335,61948,63750,51359,48018,41025,44545,42156,46942,43181,39697,47747,43150,26118,35988,36804,39392,52629,55197,60583,63314,59062,60557,57577,57923,46942,55675,55621,54546,56143,55963,56106,57081,57071,57397,56642,57634,56775,56558,58079,59756,54577,57432,60233,58828,56791,56560,57054,55925,60267,63626,64501,56282,58841,58750,59761,58991,45168,59556,59023,39656,38816,42483,47026,42149,56801,57098,61150,61267,51650,60865,62625,43502,48209,63533,55644,47197,52875,63332,48745,48292,64115,57343,57385,49724,54871,56749,58635,56345,64444,62752,60752,62880,55677,60689,62494,59179,64074,62200,58015,62046,61098,56274,60951,55239,55189,38799,56188,59719,60152,57034,39213,37265,51983,53089,59304,53281,62205,61894,35592,39028,38336,39570,57966,57934,19662,20265,20586,21517,20856,20452,20736,20915,20740,20330,19744,19718,20512,20856,20806,20527,20860,30218,22197,20787,20547,20889,20747,22339,23170,22322,19774,20499,20595,20910,21048,21599,20689,20601,21088,21184,21683,20341,21014,21081,20942,19354,22148,23015,23858,23465,23720,20715,23465,23441,23351,23666,23281,23433,23351,23618,23749,23597,23704,23559,23286,23580,23545,23346,23157,23416,23546,23386,23445,18883,20090,22202,23639,23152,23318,23100,23210,23055,20188,21418,26004,20464,19331,14420,21345,20587,21746,20401,19733,17308,20195,18184,20764,20792,20400,20405,20134,20797,20895,20675,20887,20859,20437,20809,20935,20860,20701,20109,20286,20454,18295,20897,20672,21066,20430,20623,20747,20630,17674,22878,22469,22037,20159,20582,20640,20473,20540,20737,20609,20484,20946,20723,20476,20721,20347,19847,20667,20602,20779,20880,20810,20685,20730,20603,20690,20801,20648,21994,21914,20760,21211,20314,20432,20586,20219,20572,21326,20810,21238,23256,21226,21123,20563,20739,20200,21092,22976,22365,19920,23300,23306,23319,23503,23353,22935,23363,23606,23208,23216,23313,22276,21820,23043,24141,23901,23146,25659,23371,22800,20700,22023,20124,20870,21211,21626,20361,20329,20192,20526,20552,20549,20958,19888,19631,20443,20656,20261,20306,20693,20489,20439,20323,20629,22149,22016,21641,19130,23124,22681,23254,23151,21424,22198,20129,18524,21357,22892,23186,23467,23549,23481,23162,23324,23493,22986,22569,23746,22295,23168,23393,23467,23422,23333,23296,23500,23204,23292,23568,23505,23543,24275,22831,23263,23455,23126,22937,20329,20150,19752,17696,19503,20164,18984,20886,21134,20198,20269,20677,20776,21088,20602
1,56158,62970,62588,62283,63270,59898,54946,53882,49689,56610,56859,53835,55963,50590,55851,42345,36838,45728,52816,61659,62270,69981,64285,60268,40142,26405,23947,29568,35345,39621,46365,51459,56211,56777,57790,56965,52445,29974,29504,29693,30009,29488,30648,33316,42487,55442,55143,58271,56278,36206,58488,57990,55190,55681,54352,56933,57622,59081,46889,32969,28297,34484,42394,52921,36798,60198,40497,31318,36747,47214,43538,48690,50930,45526,34382,18004,20530,19573,23518,22697,47696,59577,61017,62464,63193,52318,37039,39049,38279,39030,44117,55423,43227,54943,37864,38129,37771,38130,35280,39362,23773,20398,34292,41304,54705,52626,35778,43718,58472,56761,52440,38929,58300,52715,55642,61284,61799,61799,59225,59330,63915,63372,59954,52191,51783,56331,55274,40012,55597,20303,20353,18727,12749,15086,19641,20350,20418,21316,26131,13651,24772,29581,23046,22787,19022,20113,18320,20015,20189,20311,20080,19699,20259,20929,21100,21266,22941,20351,20137,20359,20479,20332,20489,20890,20482,20545,20425,17214,20768,20177,22771,22234,21165,21764,22143,22084,24119,20454,20034,20151,20648,20602,19114,19643,20383,20234,20899,20581,20485,20631,20460,20647,20464,20514,20322,20476,21000,20243,11862,11906,12027,18952,20367,20041,20429,20671,20601,20338,20441,20362,20661,20483,20503,20483,21621,20626,20262,20357,20492,20847,22089,19629,19419,20184,21918,22672,19158,20643,20588,20484,18697,20486,20338,20485,19394,20317,20252,20733,17486,22722,21644,22786,19596,18511,21194,20417,20148,20276,20516,20807,20153,20144,20294,20494,20789,19352,20908,22422,19175,19996,22905,23028,23038,22807,23569,23299,23013,23346,23182,24725,22071,22480,19807,19649,21197,19385,19564,20450,20178,20380,19888,20181,20030,20189,20084,20515,18864,20104,20706,20519,18962,20389,20278,20221,19433,20082,20224,20273,20091,21390,20363,19940,19708,21503,20386,19736,19662,19492,20623,20015,20137,20245,20309,20333,20742,20560,20366,20389,18571,20533,20695,20271,20358,19942,20266,20639,23958,20101,20297,19764,20563,21872,21716,22156,18805,19673,20402,19444,20071,21383,19641,18741,20877,19615,20143,20125,20222,20019,20120,20467,20138,20132,20283,20266,19967,20272,20220,20154,20430,22977,22938,22733,23079,19692,19936,20271,20596,22141,19503,22112,23215,23002,22930,22837,22458,22922,23331,22988,23265,23398,20003,21173,14817,19084,20366,20255,19576,19913,20472,20204,20100,20545,19891,20327,19436,20180,20319,20296,19952,20662
1,54689,55338,54931,56563,56407,48862,51472,53762,44176,27942,30354,48999,47811,50295,50541,49052,44724,65644,64552,65142,63696,63999,64139,64633,64761,65067,63076,58896,61440,58296,58385,35733,58896,63389,63722,64850,65510,64206,64960,64152,65108,64306,53661,44066,64114,64786,47365,35137,41541,49923,50201,49403,49951,48221,32367,50701,51245,39276,45166,58289,57305,61862,60532,60086,56536,44234,60135,47085,50119,49941,38505,40235,39848,47057,33739,44032,53618,53293,47747,41347,54327,52436,39047,58538,42788,41642,51603,52679,68058,69062,65886,69947,59803,57966,45589,66661,64178,61186,42178,50562,54123,58208,60585,61414,59918,52866,56302,54710,59417,54107,52744,60205,58143,38449,39216,38722,53099,56009,56981,55859,54702,33969,40757,58519,59057,56726,33402,34597,42762,46488,18728,19210,19714,22544,19056,20971,22340,21654,23156,23685,23593,23269,23635,23451,23712,23489,24401,23389,22803,22721,21901,19422,22117,21465,24973,23805,23058,18456,19608,19877,21394,20563,21330,19773,19959,19975,20431,19910,19979,20651,19885,20155,20835,19921,20223,20025,20026,19999,20015,19573,19767,19805,20619,22814,23180,24345,20796,19632,20419,19664,19793,19718,20127,20455,20035,20004,20015,20540,19903,19959,20833,20814,20132,19971,20064,19856,20652,19860,19882,20129,18487,14650,21647,21859,19955,19918,20049,20138,20044,19837,19984,19824,19853,20036,19849,19054,18210,21213,22227,20351,19650,19566,19467,19377,19916,19901,20090,20263,19895,19857,19757,22596,21657,19644,19770,19835,19797,19954,20013,19802,19564,19865,20220,19576,19541,24054,19487,21544,20181,23020,23423,20163,21012,19594,19650,20026,19806,19684,19808,21377,19795,19854,20027,19826,19653,19824,20048,19939,18202,19678,21762,20160,20899,19713,19699,19629,20238,19938,19782,20487,19750,19821,19829,19720,19878,19754,19409,20902,19185,22324,21647,22705,22679,22760,23302,23046,24338,21658,22949,23505,22185,22290,18641,20390,23234,23222,23086,23238,23482,23367,23426,22837,22943,23389,23198,22738,23026,22605,23777,19096,20395,22982,22080,23309,23477,23637,23239,24197,26338,23581,23501,22822,23341,23502,23653,23673,23620,23372,23358,23470,21543,19731,18554,21987,23099,19963,19472,19068,19438,19435,19663,19839,19864,19834,19863,19817,18857,19659,19785,20225,19941,19788,20431,19763,19973,20206,19640,16164,14625,17485,16809,20558,19147,19516,19622,18793,18804,19877,17985,19760,24417,18999,19120,19910,19057,18749,19128,19195,22036,22740
1,44468,55967,63255,58661,53751,55549,58114,56549,37113,40535,46345,34405,43765,44814,49368,62055,58881,64067,65078,64613,59090,59329,61887,64463,43417,59429,58882,56158,55023,59478,58598,59291,57229,58407,58826,58846,58538,58388,58674,59227,57486,59300,58427,57864,58759,54827,58659,59476,59279,59283,58935,59308,63921,61154,59584,58843,57425,61570,42931,38991,50651,65356,65555,58528,59051,57105,57007,54548,32937,28132,53781,30573,26255,38252,43484,52075,49267,57727,56841,61501,58604,57036,65103,66357,60774,44766,64290,47172,55584,61534,63195,65104,61696,64892,64800,59552,59190,65772,60654,59331,61420,61954,63048,63501,45521,38063,33126,35073,39034,39615,38463,37095,37809,41788,50828,52243,59800,58978,61446,53995,57034,64983,56256,51078,49354,29752,69711,45973,34171,22474,27531,23098,21227,21734,21729,19623,21601,19658,20107,21201,20983,21039,21443,20297,21274,22027,25081,22406,20908,22369,21973,22026,21128,21682,21349,21573,21363,21403,21486,21640,21417,22197,21661,21464,20787,21373,21356,25516,21659,21596,21476,21500,17551,21380,21685,21557,21688,21566,21323,21107,21465,21650,21534,21465,22114,21654,21733,23140,21526,21728,22299,21549,21514,20946,21625,21949,21500,21351,21347,21245,21328,20958,21444,21031,19122,20922,20969,22049,21880,22987,23592,21249,20960,21393,21624,20772,21676,21611,21741,21460,21384,22243,21330,17870,20715,21298,21023,21254,21254,21557,21302,21118,21455,21292,21101,21492,21169,20896,21801,22100,21310,21309,21771,21635,21268,21338,21358,21576,21437,21436,21242,21412,21525,21566,21331,20718,21302,21323,21064,21044,19918,20441,21837,24619,21576,21357,21224,21252,21514,21550,21364,21295,19507,16675,21129,21703,21308,21451,20970,20331,20966,24347,24812,22958,20806,21362,21328,20282,21904,20921,22425,24053,24492,24437,24684,24359,24719,24790,29806,24934,24647,23703,23559,22179,20981,21128,21497,21228,21468,21312,21580,21599,17411,21172,21039,21778,21718,21611,21511,21480,21563,21875,21716,21189,22284,21158,21277,21216,21728,21719,21749,21274,21300,21628,21061,21397,19850,20054,21357,20824,21414,21539,20577,21673,21739,21762,21189,21679,21376,21461,21446,21488,21672,21191,21529,21426,23310,23405,21845,21547,22067,21647,21529,21018,21667,21802,20821,20316,24656,24707,25434,24553,24705,24463,24345,23687,24528,24122,23652,24137,24559,24583,24387,24577,23516,24714,24779,23868,24299,24510,22883,23817,24054,22526,23514,24031,20743,22652,22474,21289
1,53294,59240,61470,59797,61789,55849,55943,54979,51644,50248,53584,55429,54348,54862,54299,54624,54651,54361,54489,39615,43521,55045,51274,45670,45373,40082,36740,38498,48523,59959,56534,41985,36469,28879,40862,36945,55438,53918,54661,54509,56319,55568,55716,37607,46136,62498,63940,56960,54861,46173,55971,55041,56180,55023,56183,55511,55140,56230,54825,55383,54845,55322,55121,52623,51568,43895,42831,44954,43081,43839,43928,50040,33721,29763,48403,44470,36755,48332,46104,44399,39540,49648,58398,60680,60112,48075,62392,54682,42468,61427,60025,61284,50945,26370,31398,46648,52636,55047,58638,59432,48445,38121,53008,54445,60003,27782,62233,32280,54784,20439,20492,20937,50514,13105,19776,14209,24397,34877,52356,54701,54507,58297,55292,61981,58456,56177,57023,59096,57322,53051,61784,58076,35551,37681,50481,22525,22221,15306,16099,17310,23529,23327,13741,13755,16499,20631,20074,19981,21398,15431,19255,23171,18011,19427,20643,20533,20306,20364,20460,20924,20502,20219,20003,19669,19320,20019,20312,20077,20172,20546,20173,20166,20212,20283,21122,22888,20416,21180,21080,20175,20062,20545,20346,18941,18577,19618,23260,20037,20403,18840,19785,19487,19746,20271,20401,20281,20623,20296,20382,19067,19757,20440,20358,19926,20279,19970,20118,22919,19635,20231,20322,21046,19725,20162,20422,19706,20157,19802,20037,20088,19869,19413,18765,21477,22533,22353,22710,22615,22481,22492,22495,22883,21512,20066,18479,20243,21902,20601,20211,20063,20154,22744,22138,20012,19355,19252,19792,20469,17980,18829,19704,20933,26362,21216,18339,19563,19941,19411,21312,19242,19689,20392,20073,19712,20145,19613,19969,20405,19818,20092,20266,20382,19894,20004,19964,19947,20238,19617,20034,20297,19572,20294,20108,19969,20425,19927,19993,21289,19749,19845,20161,20107,19679,19822,19805,19650,20066,20244,21535,18227,19539,20087,19940,20442,20380,20014,20005,20599,20067,20259,20533,20272,20508,22242,20317,20429,20456,19865,20317,21216,19731,19865,19967,19994,19858,19942,19973,19984,19944,20027,20907,19384,18288,18960,17408,18474,26222,19017,22298,21892,21577,24021,22512,19902,18841,19675,19617,19763,19546,19782,19555,19677,19809,19457,19368,19370,19655,19552,19654,19922,19810,19978,19948,19724,20486,19936,19629,19760,19955,19260,19409,19542,19197,20148,19968,20243,19418,19426,19683,22500,19947,20073,19906,19751,20157,20016,20282,20135,19728,19959,19816,20364,19863,19810,20230,19177,18691,19274,20072,20039
1,59431,61033,59889,61781,59580,54965,56668,50301,56378,56198,56232,54566,51126,39756,52000,47864,47215,57637,57046,50530,46743,41799,48629,60410,55316,56080,54544,51843,52991,42231,43811,44301,42888,42226,46854,51733,54564,55177,55549,55803,54430,55128,55928,56493,56034,54517,54404,56375,58958,57692,57809,55395,41511,50448,48928,50707,51109,50523,56249,35260,47634,28026,16788,22449,34821,35790,40396,45163,59444,48064,33423,33065,37248,46091,57965,52943,36904,39326,55970,53516,45449,34614,62402,63288,63193,59824,47924,55153,58518,54086,59572,59880,58110,53279,60189,62120,60532,57721,55905,60574,60280,37452,41278,69194,68509,67718,46767,56284,51564,47911,58885,51559,44415,52524,53288,71288,68719,60622,55297,39195,42007,52633,54039,53894,55604,60291,56846,60055,54783,42484,43756,57846,41507,40933,50846,34409,23052,22898,21603,20822,22753,22734,20368,19725,19795,20101,19752,20142,20147,20114,20100,19996,19914,20158,20060,20201,20104,21990,22833,23332,23104,20821,19976,20060,20022,18987,19836,20231,20065,21305,22730,20025,21093,20096,19241,18781,20493,19499,19349,19724,19656,18584,18856,20113,19832,18982,19627,19834,19884,20448,20061,20000,19949,21713,21373,20252,20241,20438,19946,20327,20524,19970,20649,22233,22495,22724,21031,19896,20153,20044,20589,20415,20066,20067,20336,20371,20313,21253,20706,20061,20037,18262,20995,22207,22965,20911,19880,19261,21269,18949,21770,19490,19108,19674,20356,21599,19300,20000,19585,19090,20550,22418,21156,19418,19471,19729,19339,19648,20016,20269,19932,19999,19628,19739,19687,20088,19830,19717,19437,20043,20102,17877,18493,19889,19503,19959,18660,22834,23315,23543,22982,22608,23308,23105,22895,23159,23117,23201,23012,22878,23225,23102,23241,23314,21510,18913,20468,20014,20342,20438,20157,20455,19796,20068,19940,20291,20368,19878,19881,20111,20368,20371,20346,20039,20109,20343,20647,20435,18990,19568,23117,23307,23500,22791,23234,23007,22887,23350,23198,23292,22985,23166,22838,23039,22855,22336,22752,23036,23281,24483,19593,19676,20183,19678,19624,19729,19397,19764,19671,19856,19585,19901,19724,19665,19892,19806,19912,19398,20162,20138,19747,20087,22239,22891,23198,23344,23161,23052,22944,21867,18307,17241,19597,19708,20040,19485,20588,19666,21176,22057,21265,21628,17814,19526,19687,19993,20092,19898,19723,19801,19952,19994,19546,19943,20051,20630,22837,21688,19643,19760,19703,19907,19979,19763,20026,19950,19648,17782,19576,20266
1,71197,67021,70238,71882,72125,67481,74204,67584,67481,62042,66677,64401,67004,68213,65144,67423,65538,66761,67208,65519,65442,49761,61121,58041,59309,62693,55433,41042,51949,49906,61232,58129,59385,55132,47837,45829,47506,46616,47766,48530,45657,46885,48184,55159,59894,57606,50261,51299,36974,35928,47715,47521,48402,55250,59053,58726,46819,47012,47633,45608,52076,59398,57955,58522,48287,55760,50710,47000,31742,34238,51254,65553,67085,66691,58164,54423,48002,48799,52466,46131,43176,47645,40900,54119,54569,66243,64124,57303,43100,42236,45665,58391,66029,48826,57411,65328,61042,64466,50370,39620,42274,71184,51379,45690,54681,58745,59648,58088,58435,65608,64968,59996,65370,64707,57994,60167,64080,65821,65124,64475,62103,64228,64511,60644,64621,58121,56680,60639,58604,61570,58662,55073,60333,58102,36580,18689,19110,20138,14106,22678,20655,16480,19324,19286,20757,27308,26752,21204,21330,21558,21000,25964,23148,21546,23497,20068,20227,20745,22147,21705,20795,22612,20660,20906,21392,21402,21002,21837,22121,20043,24489,23465,24459,24410,24603,24705,24662,24609,24214,24774,24545,24299,24174,21903,21494,21568,21367,21535,20771,21207,21785,22502,21759,17650,21163,21547,21430,16507,22637,23757,21568,21421,21185,21118,21406,21666,21365,21087,21591,23485,20275,19444,21403,21594,21708,21647,21278,21105,20644,21258,21946,22977,23731,21222,21498,21791,22354,22107,21884,20758,22407,23464,24453,24078,24481,24783,24753,24448,24255,23574,24505,24664,24622,27081,24525,24435,24535,24581,21675,20651,20967,21521,21860,21594,21181,21442,21703,23451,21768,21303,20698,21837,21390,21218,21450,21179,21360,20822,21292,21538,21502,21824,21162,23260,19856,23643,21352,21446,21641,21436,21460,20506,20835,18243,20709,21605,24424,24286,22720,24432,24062,24710,24467,24660,24240,24420,24254,24333,24409,23075,21018,21530,21507,21130,20423,20502,21709,24428,24386,24465,21575,19891,21037,22108,23301,23723,24073,24622,21725,22935,22348,20996,21308,21101,21062,20950,22004,21130,22503,22820,22121,21174,20774,21226,20942,22212,21088,21018,20913,22765,21142,19757,23196,20863,21742,21229,21054,21385,21183,20747,21363,21455,21250,21368,21404,21192,21033,21359,20627,20603,20570,20010,21040,20809,21008,21047,20428,20346,21403,20823,23391,22428,21017,21460,19765,21609,21731,22611,22530,22015,24368,23035,22164,24076,24057,24330,24153,24768,24508,24349,24406,24140,24480,24617,24151,24005,24329,24447,24507,24388
1,54128,49952,45355,49313,47662,37878,34718,31958,37459,37753,43842,41372,50442,50887,50843,49907,49052,38872,41952,50633,49846,49452,48329,48464,49115,49458,35526,37865,51929,55152,39641,29027,35779,43741,44142,34906,40138,40556,50593,48447,48406,41189,36744,37521,27625,35444,34666,33992,39128,38306,34835,38724,43538,29460,31886,46114,45199,43133,39021,43856,43847,36397,29330,36686,36516,17123,20330,47781,55639,52194,30809,22154,21979,25128,38885,54521,62036,61312,65465,63125,63091,58883,65169,66666,62950,66999,66779,59317,61746,66731,65936,66726,65903,62206,52846,40462,51325,47280,53695,48027,40701,50743,56231,55862,50347,51900,50094,41933,41450,44376,53187,65052,64392,49825,47044,55073,51656,54992,51053,48314,54578,54771,49607,50410,49151,50331,35225,18761,19917,16491,18177,18282,18423,17874,18278,18322,18172,18340,18230,19831,18416,18536,18341,18480,17471,17741,17372,17540,18135,20385,17733,17378,20025,19244,18349,18715,18141,18548,18694,18427,18437,18559,18299,18348,18380,20738,18461,18422,21911,18852,18531,19970,20005,18380,20045,19949,17607,19219,22756,19559,18455,18446,18588,18307,18665,18200,18241,18256,18543,18194,18252,18346,18012,18050,17578,18148,18207,18338,18189,19398,17648,18433,17656,16826,18350,18461,18441,18249,18274,18286,18353,18348,18155,17835,18363,18535,18394,18653,23450,18307,17544,18295,17565,16661,18711,21895,22082,21929,22673,20664,21674,18624,19282,17961,16926,14978,17948,19924,18224,18238,18231,18548,18644,18416,17824,21065,22079,19600,19089,19513,18256,18203,18118,18347,18144,18154,18704,18409,18477,18480,21594,21283,21118,19550,17697,18299,18567,18390,15988,17706,17854,18287,18512,20580,19366,18076,18099,18461,18280,17940,18393,18736,18545,18412,18493,18330,18408,18319,18323,18357,18584,18302,19590,18506,18480,18269,18169,18306,18485,18573,18456,18309,18438,18278,19005,18135,18167,18181,18157,18338,20108,20806,21733,21543,21908,21994,21733,22014,21984,19117,17478,18302,17829,17977,18325,18741,18676,18428,18680,18163,18297,18056,19614,17272,17314,18315,17711,18304,18149,18330,18239,18096,18090,17912,18377,18410,18269,17929,17975,18434,18501,18337,18252,18175,18212,18057,17526,16522,17299,17588,19392,18305,16982,18332,17639,18191,18042,18079,22693,18011,18021,17911,18006,18135,18121,17077,17671,18116,18048,18278,18380,18028,17909,18293,18313,18092,18358,18319,18146,17913,18030,18145,18229,21374,18325,18314,18355,18028,18143,17850
1,60138,62618,63651,60671,56978,51746,51743,56042,54924,57152,42172,48506,56410,54268,58751,51274,44861,47135,33102,37034,46582,43557,33602,27601,27958,21619,36228,48472,47505,50230,55903,53392,55760,54253,44530,38110,34133,29558,36303,44679,45044,45704,39288,27871,31800,44326,56870,60416,56602,55472,53724,52356,50770,46475,36746,56276,57833,48315,54359,52923,40244,39665,41022,43964,45346,51719,56211,56699,61603,57691,56841,60737,62737,61537,51633,62856,62891,46674,43919,53375,23892,23836,35960,36943,47833,58308,53321,57852,56643,57811,61838,59376,40023,31201,32592,48282,56048,63252,43792,45933,27708,37352,62222,60597,44691,34078,50262,57069,57225,44428,55400,60723,37689,56533,58105,57147,60511,52494,56296,60382,42839,32296,38751,46768,49132,48598,60471,64228,23596,23314,18606,13929,20404,20344,20128,17962,21938,22578,22081,22656,22879,24248,21119,21526,20042,20214,20226,20226,20429,20374,20464,21255,20328,20424,20192,19883,20391,19306,20684,20333,20044,20144,20094,20532,20373,20417,20340,19788,20615,20808,19091,18418,18018,20870,20676,20609,20739,20700,20493,20544,20666,20580,20356,19986,20540,20280,19516,20254,21327,20699,22282,29379,19899,21510,20878,20435,19601,20478,19835,23554,22026,19731,21887,22226,21513,20422,20365,20508,18920,20986,19753,21136,19724,20510,20409,20313,20697,20156,20314,19969,20252,20425,20515,21305,23034,20647,20291,19976,19812,22391,22777,23067,22789,23040,22848,21004,18855,18394,20066,20424,25564,19811,20027,20181,20210,20711,22543,20749,22053,20257,23181,22966,20131,20386,20381,19819,20336,19887,20353,20573,20355,20480,18669,19373,22504,22832,22964,22481,23362,22647,23529,20811,20685,18881,19628,22500,22812,22971,22440,23671,22770,24261,20988,21694,22132,21578,22811,22948,22591,21434,22589,22977,22591,22492,23068,22868,22739,22854,22528,22402,22613,22715,22677,22888,22601,23002,22508,22721,22867,22667,22748,23794,22633,23095,21703,20144,20571,18943,19716,20000,18908,19569,20622,18817,20217,20145,20553,20486,20262,20020,20599,20606,20345,20576,20279,20225,19904,20228,20465,20015,20180,20471,20574,20311,20195,21771,21352,19115,19635,20163,20732,21071,22705,20606,21402,21896,20154,20043,20386,21006,20032,20185,20041,20211,20173,20919,21717,21115,21472,20127,20328,22178,20412,19736,18821,19659,18610,21560,19817,19966,20289,20302,20099,20315,20298,20099,20188,20947,20415,22984,23149,23004,22666,22500,22961,22409,22895,22897,22323,22873
1,59518,62190,57152,55712,50691,52793,54541,55785,49757,50968,46410,59540,52265,46987,56266,56467,54212,60906,49769,44327,46653,40327,40633,28318,22586,35407,47606,42996,49977,53544,47528,59394,49092,43429,41280,45617,45382,46118,45994,46068,40598,43993,43233,48961,57174,56146,56534,52739,58096,61566,59047,53893,58020,42321,54559,31635,37143,34270,37341,43124,56148,56974,55103,41692,38481,62093,63712,68647,62030,47216,61361,60196,30986,27736,39131,49652,60818,58707,52568,45843,45665,54220,55374,59606,65630,63241,57873,31347,48309,61772,52503,38977,41175,47681,52433,69108,38476,53919,50949,27016,48221,60166,52160,58013,60725,61301,57705,55752,57635,60499,56317,60965,61324,48176,61156,62896,44912,40735,41269,42057,51476,60579,62321,68501,60729,69442,67209,64789,71178,69375,62470,63659,64242,27216,17720,12869,15070,21216,18849,20358,24912,25328,24060,21194,21452,20548,21295,21102,21016,20727,21778,23231,23411,22755,23474,21904,21629,20692,20796,20909,21000,20695,20858,21027,21083,20918,21299,20523,20414,20768,20526,20129,20546,20188,20849,20876,20766,20738,20673,20468,20585,20460,18500,20567,20972,19926,20272,20481,20220,20091,20846,21089,21001,20802,21057,20837,21119,21038,20750,20879,20829,20723,20915,20273,20759,20834,21048,18139,20938,20778,20501,19679,20792,20514,19614,19117,21578,20029,20483,20103,20323,20573,20934,20700,21022,21714,22563,22242,22909,23050,20940,22540,20443,22109,23008,21222,18649,16328,23213,22578,21258,19974,20670,21307,20592,23714,20878,20279,22678,21686,19546,20384,20726,20752,20715,20804,20712,20521,20463,20642,20911,21171,20529,20673,20320,20977,20643,20528,20440,21042,19941,20789,20860,20921,19952,20589,20855,22355,20585,20281,20195,20534,20492,20402,20921,21968,21425,20712,20760,19939,18776,21271,23468,22749,22780,22889,22885,22284,19742,19876,20368,20944,20304,20636,22285,22178,22706,22002,19507,20767,21200,22965,23021,20339,19580,20746,20563,20538,21785,21764,20763,20987,20796,17188,20472,20285,20682,21728,21524,21708,20434,17070,20792,20864,22288,20409,20464,20361,20324,20843,20884,20723,20660,20356,20589,20718,20639,21316,20835,22891,21310,22274,22574,23163,22938,22710,22325,21994,21300,20431,20325,20020,19989,19902,20597,22150,22948,22890,19777,19523,20403,20598,20920,20618,20660,20865,20778,20631,20601,20956,20701,20982,20727,21044,20863,20816,19988,20230,20695,20680,21792,20901,20746,20587,20761,21580,22200,21237,21003,21918
